,is_talking,absolute_pitch,relative_pitch,is_voiced,intensity
111,False,-0.38,-0.500,False,3.7053623
112,False,-0.38,-0.460,False,4.624677
113,False,-0.38,-0.440,False,1.2559962
114,False,-0.38,-0.450,False,0.6608423
115,False,-0.49,-0.180,False,3.1842086
116,False,-0.38,0.480,False,1.3704774
117,False,-0.5,0.340,False,4.7866716
118,False,-0.41000000000000003,-0.400,False,6.179945
119,False,-0.48,0.240,False,3.8562775
120,False,-0.38,-0.180,False,-3.489112
121,False,-0.38,-0.290,False,2.2733006
122,False,-0.38,-0.150,False,0.8079622
123,False,-0.38,-0.110,False,-0.10334603
124,False,-0.42,0.460,False,7.8101106
125,False,-0.38,-0.250,False,3.7517335
126,False,-0.38,-0.300,False,5.175229
127,False,-0.38,-0.420,False,6.16547
128,False,-0.38,-0.500,False,6.5434914
129,False,-0.38,0.000,False,4.4608827
130,False,-0.38,-0.420,False,4.196282
131,False,-0.38,-0.300,False,2.38733
132,False,-0.46,-0.250,False,3.9216676
133,False,-0.38,-0.380,False,7.9419894
134,False,-0.38,-0.490,False,6.42484
135,False,-0.38,-0.460,False,7.3110538
136,False,-0.44,-0.460,False,4.61729
137,False,-0.47,-0.280,False,4.4635973
138,False,-0.38,-0.380,False,4.678811
139,False,-0.45,-0.460,False,10.22264
140,False,-0.38,-0.430,False,15.287708
141,False,-0.46,-0.460,False,12.162552
142,False,-0.38,-0.430,False,12.583769
143,False,-0.38,-0.430,False,8.984249
144,False,-0.38,-0.410,False,10.390271
145,False,-0.38,-0.150,False,12.236409
146,False,-0.38,-0.270,False,4.8039303
147,False,-0.38,0.280,False,1.3030057
148,False,-0.38,-0.310,False,8.578434
149,False,-0.38,-0.470,False,6.074788
150,False,-0.38,-0.380,False,4.979206
151,False,-0.38,-0.200,False,3.8937798
152,False,-0.38,-0.440,False,1.8525896
153,False,-0.38,-0.450,False,1.9295166
154,False,-0.38,-0.340,False,-1.7046975
155,False,-0.46,0.470,False,0.015146874
156,False,-0.47,0.020,False,0.78847855
157,False,-0.38,-0.450,False,3.7318602
158,False,-0.38,-0.020,False,2.9770846
159,False,-0.38,-0.220,False,-4.150787
160,False,-0.38,0.100,False,-2.057909
161,False,-0.38,-0.490,False,-1.2842772
162,False,-0.38,-0.040,False,-3.0729964
163,False,-0.38,-0.160,False,1.7338203
164,False,-0.38,-0.490,False,-0.15797213
165,False,-0.38,-0.360,False,0.5194435
166,False,-0.36,-0.320,False,3.0916758
167,False,-0.38,-0.340,False,7.37414
168,False,-0.38,-0.290,False,7.5429277
169,False,-0.44,-0.430,False,2.0062332
170,False,-0.43,-0.230,False,1.6943616
171,False,-0.38,-0.490,False,-1.0924139
172,False,-0.38,-0.020,False,-3.1111927
173,False,-0.38,0.300,False,-1.0873126
174,False,-0.38,0.160,False,-2.4326663
175,False,-0.38,-0.500,False,-3.8409827
176,False,-0.38,-0.500,False,2.2025545
177,False,-0.38,-0.450,False,0.074964255
178,False,-0.39,-0.340,False,2.6065536
179,False,-0.38,-0.500,False,1.2451931
180,False,-0.38,-0.470,False,2.0938299
181,False,-0.38,-0.480,False,0.3071404
182,False,-0.48,-0.460,False,0.9907472
183,False,-0.47,-0.080,False,-0.82972395
184,False,-0.38,0.000,False,-2.9013004
185,False,-0.38,-0.060,False,-1.4481249
186,False,-0.5,0.280,False,1.6991813
187,False,-0.38,0.390,False,0.30514294
188,False,-0.44,-0.350,False,-2.8088381
189,False,-0.38,-0.490,False,0.74678606
190,False,-0.38,-0.460,False,-0.4953378
191,False,-0.46,-0.300,False,2.255042
192,False,-0.38,-0.430,False,2.0114028
193,False,-0.38,0.310,False,1.4497583
194,False,-0.38,-0.370,False,3.2425716
195,False,-0.46,-0.480,False,6.115136
196,False,-0.38,-0.110,False,5.101359
197,False,-0.38,-0.200,False,7.080026
198,False,-0.38,-0.090,False,6.6357126
199,False,-0.38,-0.270,False,6.3381476
200,False,-0.32999999999999996,-0.370,False,-1.439301
201,False,-0.06,-0.440,False,-1.7313704
202,False,-0.41000000000000003,-0.500,False,-2.4274218
203,False,-0.38,-0.500,False,5.9284506
204,False,-0.38,-0.490,False,2.689277
205,False,-0.38,-0.270,False,-0.3446663
206,False,-0.43,-0.460,False,-0.53427047
207,False,-0.21999999999999997,0.000,False,2.7942536
208,False,-0.38,-0.400,False,2.6509209
209,False,-0.38,-0.300,False,2.5604944
210,False,-0.48,-0.350,False,6.71691
211,False,-0.38,0.130,False,7.346688
212,False,-0.38,-0.450,False,13.742018
213,False,-0.38,-0.330,False,7.5448217
214,False,-0.38,-0.450,False,7.8746443
215,False,-0.38,0.250,False,5.817557
216,False,0.32000000000000006,-0.210,False,9.976627
217,False,-0.16999999999999998,-0.480,False,7.664938
218,False,-0.38,-0.280,False,12.095671
219,False,0.27,-0.280,False,3.1039505
220,False,-0.38,-0.350,False,2.179258
221,False,-0.38,-0.240,False,4.975299
222,False,-0.47,0.040,False,-2.1993866
223,False,-0.45,-0.210,False,-3.5751343
224,False,-0.38,-0.310,False,2.4466922
225,False,-0.38,-0.500,False,0.5579146
226,False,-0.49,-0.500,False,2.342781
227,False,-0.44,-0.230,False,-3.3170736
228,False,-0.39,-0.420,False,-3.123001
229,False,-0.46,-0.470,False,2.8139362
230,False,-0.38,-0.500,False,-1.6123462
231,False,-0.38,0.360,False,3.7036023
232,False,-0.38,-0.430,False,6.147132
233,False,-0.38,-0.460,False,1.1029928
234,False,-0.38,0.030,False,-1.3492442
235,False,-0.38,-0.360,False,-0.56733084
236,False,-0.41000000000000003,-0.340,False,3.0069056
237,False,-0.38,-0.400,False,-1.3043612
238,False,-0.38,-0.450,False,-3.6549547
239,False,-0.38,-0.480,False,2.8854206
240,False,-0.38,-0.440,False,-1.171225
241,False,-0.38,-0.440,False,7.719558
242,False,-0.38,-0.030,False,8.104186
243,False,-0.43,-0.440,False,8.381026
244,False,-0.38,0.030,False,5.2092276
245,False,-0.38,0.070,False,3.1103396
246,False,-0.38,-0.320,False,0.25106475
247,False,-0.38,-0.470,False,-4.5433373
248,False,-0.38,-0.150,False,0.24217856
249,False,-0.38,-0.380,False,-0.5585133
250,False,-0.38,0.060,False,5.3355002
251,False,-0.38,-0.500,False,5.1377964
252,False,-0.38,-0.490,False,0.60722363
253,False,-0.4,0.340,False,-0.31552064
254,False,-0.38,-0.280,False,4.515564
255,False,-0.38,0.410,False,8.605207
256,False,-0.020000000000000018,0.490,False,3.6623943
257,False,-0.41000000000000003,-0.340,False,2.8387747
258,False,-0.38,-0.450,False,6.162488
259,False,-0.38,-0.480,False,3.8216963
260,False,-0.47,0.150,False,1.8463728
261,False,-0.38,-0.010,False,4.0063796
262,False,-0.38,-0.460,False,4.2472444
263,False,-0.38,-0.430,False,-4.0201907
264,False,-0.38,0.000,False,2.2977135
265,False,-0.38,-0.420,False,5.921514
266,False,-0.42,0.490,False,5.018866
267,False,0.39,-0.480,False,2.258233
268,False,-0.38,0.070,False,7.3777
269,False,-0.38,-0.300,False,6.8527503
270,False,-0.38,-0.080,False,2.0457926
271,False,-0.38,-0.450,False,0.11292066
272,False,-0.38,0.470,False,0.16723976
273,False,-0.24,0.110,False,-2.7403636
274,False,-0.38,-0.320,False,6.9521146
275,False,0.16000000000000003,-0.490,False,9.616762
276,False,-0.49,-0.410,False,8.36769
277,False,-0.38,0.250,False,4.4170156
278,False,-0.38,-0.150,False,-1.17883
279,False,-0.38,-0.010,False,2.732419
280,False,-0.43,-0.490,False,0.9782834
281,False,-0.38,-0.340,False,2.97829
282,False,-0.48,-0.340,False,-1.0813524
283,False,-0.38,0.390,False,-1.0229682
284,False,-0.38,-0.450,False,9.06326
285,False,-0.38,0.110,False,1.0904189
286,False,-0.38,-0.390,False,-3.3562346
287,False,-0.38,-0.080,False,1.2752476
288,False,-0.38,0.100,False,4.2955194
289,False,-0.38,-0.390,False,-2.7349553
290,False,-0.41000000000000003,-0.270,False,2.751555
291,False,-0.38,-0.310,False,4.2606716
292,False,-0.49,0.470,False,-1.5799065
293,False,-0.38,-0.390,False,-0.14447322
294,False,-0.08999999999999997,-0.490,False,-0.5796553
295,False,-0.49,-0.170,False,2.5449445
296,False,-0.38,-0.070,False,4.672213
297,False,-0.38,-0.500,False,4.467525
298,False,-0.49,-0.180,False,6.8304625
299,False,-0.38,-0.490,False,6.7996793
300,False,-0.38,-0.390,False,5.36416
301,False,-0.38,0.110,False,-1.9442756
302,False,-0.38,-0.230,False,-3.3314893
303,False,-0.38,0.230,False,-3.9226913
304,False,-0.38,-0.500,False,0.9733086
305,False,-0.38,-0.470,False,0.16967708
306,False,-0.38,-0.470,False,3.3158197
307,False,-0.38,0.210,False,3.4509828
308,False,-0.38,0.470,False,-3.4877033
309,False,-0.38,0.110,False,-2.8027515
310,False,-0.38,0.380,False,-0.30973893
311,False,-0.38,-0.220,False,1.1315621
312,False,-0.38,-0.300,False,6.017475
313,False,-0.38,0.430,False,3.4179492
314,False,-0.38,-0.480,False,6.924643
315,False,-0.38,-0.470,False,5.7926726
316,False,-0.38,-0.470,False,11.247953
317,False,-0.38,-0.470,False,7.3827543
318,False,-0.38,-0.410,False,9.488136
319,False,-0.38,-0.450,False,17.413519
320,False,-0.38,-0.310,False,16.979511
321,False,-0.46,-0.320,False,17.811378
322,False,-0.38,-0.460,False,11.172125
323,False,-0.38,-0.440,False,10.907162
324,False,-0.38,-0.470,False,9.36028
325,False,-0.38,-0.440,False,8.258011
326,False,-0.38,-0.490,False,6.6427894
327,False,-0.38,-0.310,False,10.198797
328,False,-0.38,0.360,False,9.063836
329,False,-0.38,-0.370,False,7.2425313
330,False,-0.38,-0.420,False,6.084952
331,False,0.45000000000000007,-0.500,False,7.579417
332,False,-0.38,-0.380,False,4.634489
333,False,-0.38,-0.230,False,1.4858085
334,False,-0.46,-0.400,False,-0.50417554
335,False,-0.38,0.490,False,0.2676419
336,False,-0.5,0.000,False,4.222436
337,False,-0.38,0.340,False,7.8642135
338,False,-0.4,0.440,False,6.8809595
339,False,-0.38,-0.020,False,0.1036398
340,False,-0.38,-0.340,False,2.4927356
341,False,-0.38,0.300,False,5.4086742
342,False,-0.38,-0.200,False,0.3552212
343,False,-0.38,-0.430,False,0.23907655
344,False,-0.44,-0.480,False,-3.9574032
345,False,-0.38,-0.490,False,2.3504868
346,False,-0.38,-0.480,False,1.4840715
347,False,-0.38,-0.440,False,5.641337
348,False,-0.38,-0.450,False,0.33754843
349,False,-0.38,-0.180,False,1.404313
350,False,-0.38,0.120,False,-0.26380566
351,False,-0.38,-0.500,False,3.7237673
352,False,-0.38,-0.160,False,4.8721237
353,False,-0.26,0.090,False,0.94089115
354,False,-0.38,-0.440,False,4.551351
355,False,-0.38,-0.450,False,-0.94367534
356,False,-0.38,-0.400,False,4.695958
357,False,-0.38,-0.440,False,3.3901591
358,False,-0.38,0.340,False,7.003567
359,False,-0.46,-0.360,False,1.6480798
360,False,-0.38,-0.480,False,6.821447
361,False,-0.38,-0.480,False,5.1501217
362,False,0.25,-0.300,False,11.406726
363,False,-0.38,-0.480,False,14.15286
364,False,-0.38,0.080,False,16.608635
365,False,-0.5,-0.470,False,10.245302
366,False,-0.5,-0.400,False,3.608968
367,False,-0.38,-0.440,False,7.576902
368,False,-0.38,-0.480,False,11.668304
369,False,-0.46,0.080,False,14.107925
370,False,-0.38,-0.500,False,9.376096
371,False,0.4,-0.390,False,6.5085573
372,False,-0.42,-0.430,False,9.660369
373,False,-0.38,-0.250,False,10.217606
374,False,-0.38,-0.460,False,8.839907
375,False,-0.38,0.120,False,5.854714
376,False,-0.38,-0.270,False,5.4190326
377,False,-0.44,0.190,False,5.639971
378,False,-0.47,-0.230,False,3.4407706
379,False,-0.38,-0.470,False,0.09967378
380,False,-0.38,-0.410,False,1.8909639
381,False,-0.38,-0.350,False,5.89535
382,False,-0.38,-0.100,False,0.19284932
383,False,-0.38,-0.330,False,1.8578507
384,False,-0.38,-0.470,False,1.7082243
385,False,-0.38,-0.420,False,3.4030023
386,False,-0.38,-0.480,False,5.106809
387,False,-0.38,-0.390,False,8.389817
388,False,-0.38,-0.420,False,9.286047
389,False,-0.38,-0.480,False,5.561022
390,False,-0.38,-0.430,False,5.3698044
391,False,-0.38,-0.460,False,9.022871
392,False,-0.38,-0.360,False,8.124193
393,False,-0.38,-0.290,False,8.704079
394,False,-0.38,-0.090,False,4.0983677
395,False,-0.38,-0.020,False,-0.12934507
396,False,-0.38,-0.490,False,1.8157432
397,False,-0.38,-0.170,False,1.7095323
398,False,-0.38,-0.200,False,6.013853
399,False,-0.38,-0.480,False,8.437279
400,False,-0.46,-0.480,False,3.3125243
401,False,-0.38,-0.440,False,3.1413105
402,False,-0.4,-0.360,False,-4.2444105
403,False,-0.38,0.230,False,-1.802022
404,False,-0.38,-0.130,False,-3.1938827
405,False,-0.38,-0.360,False,1.0315535
406,False,-0.46,-0.460,False,0.7614056
407,False,-0.5,-0.440,False,4.6741905
408,False,-0.38,-0.020,False,-1.7624271
409,False,-0.47,-0.240,False,-1.6936225
410,False,-0.38,-0.010,False,0.18814504
411,False,-0.38,-0.470,False,-4.822731
412,False,-0.38,-0.440,False,-1.1743121
413,False,-0.38,-0.350,False,-2.312438
414,False,0.010000000000000009,-0.400,False,-0.873579
415,False,-0.38,-0.410,False,-1.2465402
416,False,-0.39,-0.150,False,-5.1301436
417,False,-0.38,-0.370,False,-1.5736191
418,False,-0.38,0.340,False,-2.2823405
419,False,-0.38,-0.400,False,4.668043
420,False,-0.38,-0.420,False,3.2221267
421,False,-0.38,0.000,False,4.4963655
422,False,-0.38,-0.470,False,-3.756251
423,False,-0.38,-0.270,False,-2.6046875
424,False,-0.41000000000000003,-0.380,False,-4.478341
425,False,-0.38,-0.370,False,-2.123071
426,False,-0.38,-0.030,False,-1.3295449
427,False,-0.39,-0.430,False,-1.1458192
428,False,-0.4,-0.500,False,-1.6395801
429,False,-0.44,-0.450,False,-0.819841
430,False,-0.38,-0.080,False,5.95149
431,False,-0.42,-0.480,False,10.311239
432,False,-0.38,0.370,False,11.476404
433,False,0.38,0.000,False,6.656714
434,False,-0.38,-0.300,False,17.433718
435,True,-0.49,-0.280,True,26.510284
436,False,-0.42,-0.430,False,22.05538
437,True,-0.38,-0.210,True,19.59582
438,True,-0.43,-0.220,True,18.880096
439,False,-0.38,-0.380,False,21.31709
440,False,-0.38,-0.500,False,21.836876
441,False,-0.38,-0.400,False,10.016525
442,False,-0.38,-0.490,False,10.717087
443,False,-0.38,-0.130,False,6.7446623
444,False,-0.38,-0.290,False,0.3635503
445,False,-0.38,-0.500,False,1.938781
446,False,-0.38,0.270,False,1.5791165
447,False,-0.38,-0.420,False,2.5924063
448,False,-0.38,-0.470,False,3.850006
449,False,-0.38,-0.420,False,-1.6786348
450,False,-0.38,-0.330,False,-0.96247053
451,False,-0.38,-0.270,False,-1.9609493
452,False,-0.38,-0.480,False,-4.9140477
453,False,-0.44,0.300,False,6.612795
454,False,-0.38,-0.420,False,18.538961
455,False,-0.26,0.060,False,29.250925
456,True,0.22999999999999998,0.040,True,28.351238
457,True,-0.28,-0.360,True,29.493906
458,True,-0.38,-0.040,False,22.987461
459,True,-0.38,-0.400,False,22.219202
460,True,-0.38,-0.450,True,25.314983
461,True,-0.38,-0.090,True,26.964195
462,True,-0.38,-0.420,True,31.699722
463,True,-0.38,-0.270,False,25.215845
464,True,-0.38,-0.360,False,14.384165
465,True,-0.38,-0.490,True,21.85772
466,True,-0.38,-0.150,True,25.33806
467,True,-0.38,0.140,True,26.827105
468,True,-0.38,-0.130,True,26.134321
469,True,0.15000000000000002,-0.300,True,26.603207
470,True,0.07000000000000006,-0.370,True,25.281982
471,True,-0.38,0.380,True,24.775322
472,True,-0.38,-0.480,True,19.817463
473,True,-0.38,-0.480,True,21.355742
474,True,-0.46,0.290,True,17.272133
475,True,-0.38,-0.470,True,14.043082
476,True,-0.38,-0.500,True,21.072601
477,True,-0.38,-0.260,True,16.30617
478,True,-0.38,-0.270,True,28.109972
479,True,-0.47,-0.420,True,22.14019
480,True,-0.38,0.350,True,11.782842
481,True,-0.38,-0.360,True,5.57743
482,False,-0.08000000000000002,-0.210,False,8.044023
483,False,-0.38,-0.470,False,5.77836
484,False,-0.38,-0.500,False,11.293451
485,False,-0.38,-0.270,False,15.017248
486,False,-0.36,-0.420,False,11.106192
487,False,0.07999999999999996,-0.300,False,9.224421
488,False,-0.38,0.060,False,4.8927455
489,False,-0.38,0.380,False,1.1944
490,False,-0.38,-0.460,False,2.5744152
491,False,0.43000000000000005,-0.300,False,0.34242436
492,False,-0.38,-0.400,False,2.3854318
493,False,-0.38,-0.470,False,-1.7859743
494,False,-0.5,-0.490,False,0.3865902
495,False,-0.38,-0.440,False,0.52558255
496,False,-0.5,-0.460,False,0.6233071
497,False,-0.5,0.260,False,3.954302
498,False,-0.38,-0.390,False,6.9350314
499,False,-0.38,0.480,False,7.0175447
500,False,-0.43,-0.410,False,0.18251193
501,False,-0.38,-0.490,False,0.69165
502,False,-0.38,0.120,False,4.252981
503,False,-0.49,-0.280,False,2.471105
504,False,-0.38,-0.390,False,-3.3789701
505,False,-0.38,-0.450,False,1.4619018
506,False,-0.38,-0.330,False,1.7899193
507,False,-0.45,0.270,False,3.4572492
508,False,-0.38,-0.500,False,3.7953978
509,False,-0.38,0.280,False,6.0533166
510,False,-0.47,-0.450,False,3.967431
511,False,-0.43,0.330,False,4.119638
512,False,-0.38,-0.470,False,-1.1572566
513,False,-0.38,-0.280,False,1.7397394
514,False,-0.38,-0.010,False,3.7367442
515,False,-0.44,-0.470,False,3.039905
516,False,-0.38,-0.470,False,2.57941
517,False,-0.38,-0.440,False,0.08289878
518,False,-0.38,-0.360,False,9.203654
519,False,-0.38,-0.460,False,5.24993
520,False,-0.38,-0.390,False,3.4683127
521,False,-0.42,-0.460,False,3.1117072
522,False,-0.38,0.240,False,4.0839477
523,False,-0.38,-0.480,False,4.6808844
524,False,-0.38,-0.030,False,7.285445
525,False,-0.38,-0.500,False,6.7401648
526,False,-0.49,0.040,False,8.66843
527,False,-0.38,-0.420,False,3.4775276
528,False,-0.38,-0.280,False,4.697007
529,False,-0.38,0.040,False,8.023082
530,False,-0.39,-0.440,False,4.9787564
531,False,-0.41000000000000003,-0.420,False,9.352086
532,False,-0.38,-0.450,False,3.919233
533,False,-0.38,-0.180,False,1.8537782
534,False,-0.38,-0.480,False,3.243298
535,False,0.020000000000000018,-0.250,False,6.594162
536,False,-0.38,0.140,False,2.2553248
537,False,-0.38,-0.440,False,7.9826097
538,False,0.43000000000000005,-0.370,False,2.6105833
539,False,-0.38,-0.310,False,7.573762
540,False,-0.38,-0.390,False,4.6757107
541,False,-0.38,0.120,False,0.82152236
542,False,-0.38,-0.450,False,-0.47010148
543,False,-0.45,-0.060,False,-0.8517103
544,False,0.45000000000000007,-0.050,False,0.47852057
545,False,-0.38,0.490,False,1.8381712
546,False,0.050000000000000044,-0.150,False,2.5577183
547,False,-0.38,-0.180,False,-1.759799
548,False,-0.38,-0.410,False,-0.25034064
549,False,-0.39,-0.290,False,3.4102032
550,False,-0.38,-0.270,False,5.1133533
551,False,-0.39,-0.220,False,4.1855316
552,False,-0.49,-0.340,False,1.4710361
553,False,-0.48,0.020,False,-0.35411507
554,False,-0.38,-0.390,False,-3.6078942
555,False,-0.38,0.380,False,-2.478018
556,False,-0.5,-0.470,False,7.5440645
557,False,-0.38,-0.380,False,7.549247
558,False,-0.38,0.400,False,4.6762304
559,False,-0.38,-0.440,False,2.2735956
560,False,-0.38,0.350,False,6.3498354
561,False,-0.22999999999999998,-0.380,False,3.5689285
562,False,-0.43,0.270,False,6.209711
563,False,-0.38,-0.300,False,6.9151516
564,False,-0.38,-0.500,False,8.651726
565,False,-0.38,-0.500,False,7.6312513
566,False,-0.46,-0.490,False,6.1830454
567,False,-0.38,-0.300,False,6.943589
568,False,-0.38,-0.310,False,5.2786913
569,False,-0.35,0.290,False,5.494746
570,False,0.37,-0.480,False,3.2904985
571,False,-0.38,-0.060,False,9.077744
572,False,-0.39,-0.450,False,9.996532
573,False,-0.38,-0.450,False,9.415234
574,False,-0.38,-0.470,False,13.505365
575,False,-0.38,0.470,False,9.989007
576,False,-0.38,-0.110,False,10.6330385
577,False,-0.38,-0.460,False,9.382833
578,False,-0.38,0.170,False,13.132105
579,False,-0.38,0.350,False,11.096921
580,False,-0.41000000000000003,0.010,False,7.58388
581,False,-0.38,-0.480,False,10.768932
582,False,-0.38,-0.370,False,13.28097
583,False,-0.38,-0.500,False,13.566197
584,False,-0.38,-0.340,False,11.761452
585,False,-0.38,-0.030,False,7.0275145
586,False,-0.39,-0.500,False,7.612986
587,False,-0.38,-0.070,False,6.476092
588,False,-0.43,-0.260,False,5.353486
589,False,-0.38,-0.310,False,5.1276736
590,False,-0.39,-0.310,False,5.374813
591,False,-0.39,0.000,False,9.1537895
592,False,-0.38,0.470,False,0.29430875
593,False,-0.32999999999999996,-0.350,False,0.8902824
594,False,-0.38,0.430,False,0.5557208
595,False,-0.04999999999999999,-0.320,False,6.0673122
596,False,-0.38,-0.110,False,4.473795
597,False,-0.38,-0.500,False,4.491419
598,False,-0.29000000000000004,-0.370,False,6.1655946
599,False,-0.38,-0.480,False,2.9252455
600,False,-0.47,-0.330,False,9.428004
601,False,-0.38,0.230,False,-2.1468742
602,False,-0.38,-0.460,False,4.673143
603,False,-0.38,0.050,False,6.486426
604,False,-0.38,0.060,False,4.9918313
605,False,-0.38,0.450,False,-0.041278392
606,False,-0.45,-0.450,False,-1.2403336
607,False,-0.38,-0.450,False,6.1160793
608,False,-0.38,-0.470,False,4.6982903
609,False,-0.47,-0.450,False,6.821013
610,False,-0.38,-0.470,False,6.5010715
611,False,-0.45,-0.190,False,2.371195
612,False,0.47,-0.480,False,2.5160313
613,False,-0.22999999999999998,-0.360,False,4.2351904
614,False,-0.38,-0.050,False,1.7456006
615,False,-0.45,-0.440,False,4.2221017
616,False,-0.38,-0.280,False,6.9898577
617,False,-0.38,-0.470,False,6.250835
618,False,-0.38,0.430,False,7.5345354
619,False,-0.38,-0.300,False,2.710953
620,False,-0.38,-0.370,False,4.2840295
621,False,-0.4,-0.440,False,0.7772347
622,False,-0.38,-0.470,False,4.0653586
623,False,-0.38,-0.430,False,3.967055
624,False,-0.38,0.080,False,5.804837
625,False,-0.38,-0.380,False,5.3567595
626,False,-0.38,0.420,False,4.382437
627,False,-0.02999999999999997,-0.160,False,9.926568
628,False,-0.38,-0.230,False,6.521448
629,False,-0.38,-0.490,False,8.331057
630,False,-0.38,-0.260,False,5.9982533
631,False,-0.38,-0.480,False,6.6964417
632,False,-0.38,-0.350,False,2.3026056
633,False,-0.38,-0.500,False,4.1239886
634,False,-0.38,-0.430,False,3.5842361
635,False,-0.38,-0.360,False,11.914608
636,False,-0.38,-0.130,False,3.7432349
637,False,0.43000000000000005,-0.360,False,4.261742
638,False,-0.38,-0.320,False,5.462414
